date,event,day,year
12/10,Nobel Peace Prize presented to Dr Martin Luther King Jr. in Oslo.,10-Dec,1964
12/11,"102 Mayflower Pilgrims and about 30 crew land at Plymouth Rock, Massachusetts [NS, Dec 21].",11-Dec,1620
12/11,"France's King Louis XVI goes on trial, accused of high treason and crimes against the state.",11-Dec,1792
12/11,Mona Lisa recovered 2 years after it was stolen from the Louvre Museum.,11-Dec,1913
12/11,"Statute of Westminster gives complete legislative independence to Canada, Australia, New Zealand, South Africa, Ireland (Free State), and Newfoundland (not then part of Canada).",11-Dec,1931
12/11,Edward VIII announces in a radio broadcast that he is abdicating the British throne to marry Wallis Simpson.,11-Dec,1936
12/11,UN Children's Fund (UNICEF) established (Nobel 1965).,11-Dec,1946
12/11,"Delegates from 150 industrial nations attending a UN climate conference in Kyoto, Japan, reach agreement to control heat-trapping greenhouse gases.",11-Dec,1997
12/12,Battle at Nineveh: Byzantine Emperor Heraclius beats Sassanid forces during Byzantine-Sassanid War.,12-Dec,627
12/12,"Guglielmo Marconi sends the first transatlantic radio signal, from Poldhu in Cornwall to Newfoundland, Canada.",12-Dec,1901
12/12,Last Qajar Shah of Iran deposed; Rez? Sh?h Pahlavi takes over.,12-Dec,1925
12/12,UN accepts 6 Manhattan blocks as a gift from John D. Rockefeller Jr.,12-Dec,1946
12/12,United States Supreme Court releases its decision in Bush v. Gore.,12-Dec,2000
12/12,COP21 climate change summit in Paris reaches a deal between 195 countries to limit the rise in the global average temperature to less than 2°C above pre-industrial levels.,12-Dec,2015
12/13,Sir Francis Drake sets sail from England on a circumnavigation of the world.,13-Dec,1577
12/13,League of nations establishes the International Court of Justice in The Hague.,13-Dec,1920
12/13,"Enlargement of the European Union: The European Union announces that Cyprus, the Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia, and Slovenia will become members from May 1, 2004..",13-Dec,2002
12/13,"Former Iraqi President Saddam Hussein is captured near his home town of Tikrit, during Operation Red Dawn by US forces.",13-Dec,2003
12/14,"Uthman ibn Affan, companion of Muhammad, appointed 3rd Caliph of Islam.",14-Dec,644
12/14,"During St. Lucia's Flood in Northwest Netherlands the Zuiderzee seawall collapses with loss of over 50,000 lives. Fifth largest recorded flood in history.",14-Dec,1287
12/14,Princess Mary Stuart succeeds her father James V and becomes Queen Mary I of Scotland at 6 days old.,14-Dec,1542
12/14,"First incident of American Revolution - 400 attack Fort William and Mary, New Hampshire.",14-Dec,1774
12/14,Norwegian Roald Amundsen's expedition is the 1st to each the South Pole.,14-Dec,1911
12/14,Yugoslav Wars: The Dayton Agreement is signed in Paris by leaders of various governments ending the conflict in former Yugoslavia.,14-Dec,1995
12/15,"Byzantine general Belisarius defeats the Vandals, under King Gelimer, at the Battle of Ticameron.",15-Dec,533
12/15,"Hulagu Khan captures and destroys Hashshashin stronghold at Alamut, in present-day Iran, part of the Mongol offensive on Islamic southwest Asia.",15-Dec,1256
12/15,Bartolomeu Dias returns to Portugal after becoming 1st known European to sail round the Cape of Good Hope.,15-Dec,1488
12/15,German Astronomer Simon Marius is 1st to observe Andromeda galaxy through a telescope.,15-Dec,1612
12/15,"US Bill of Rights ratified when Virginia gives its approval, becomes amendments 1-10 of the US constitution.",15-Dec,1791
12/15,Napoleon Bonaparte receives a French state funeral in Paris 19 years after his death.,15-Dec,1840
12/15,American Psychiatric Association declares homosexuality is not a mental illness.,15-Dec,1973
12/16,"An Lushan revolts against Chancellor Yang Guozhong at Fanyang, initiating the An Shi Rebellion during Chinese Tang Dynasty.",16-Dec,755
12/16,Seven Year War: Battle of Noryang Point - in the final battle of the war Korean navy decisively defeats the Japanese.,16-Dec,1598
12/16,"Parliamentarian General Oliver Cromwell appointed as Lord Protector of England, Scotland and Ireland.",16-Dec,1653
12/16,Boston tea party incident - Sons of Liberty protesters throw tea shipments into Boston harbour in protest against British imposed Tea Act.,16-Dec,1773
12/16,"8.5 earthquake rocks the Gansu province in China, killing an estimated 200,000.",16-Dec,1920
12/16,"Nazi Germany launches a counteroffensive against the Allies in the Ardennes region of Belgium, beginning the'Battle of the Bulge'.",16-Dec,1944
12/16,Iraq disarmament crisis: Operation Desert Fox - the United States and United Kingdom bomb targets in Iraq.,16-Dec,1998
12/17,"Timur (Tamerlane) captures and sacks Delhi, defeating Sultan Nasir-u Din Mehmud's armies by setting camels loaded with hay alight and charging them at the Sultans armoured elephants.",17-Dec,1398
12/17,Pope Clemens VII publishes degree Cum ad zero - forms Inquisition.,17-Dec,1526
12/17,Russian army of Grigory Potemkin occupies Ocharov.,17-Dec,1788
12/17,"The Wright Brothers make the first sustained motorized aircraft flight at 10:35 AM, piloted by Orville Wright at Kitty Hawk, North Carolina.",17-Dec,1903
12/17,"Mrs Davina Thompson makes medical history by having the 1st heart, lung & liver transplant at Papworth Hospital in Cambridge, England.",17-Dec,1986
12/18,"Kublai Khan renames his empire ""Yuan"" (? yuán), marking the start of the Yuan Dynasty of China.",18-Dec,1271
12/18,First fleet of the Dutch East India Company under Admiral Steven van der Haghen departs for the East-Indies.,18-Dec,1603
12/18,"World's 1st full scale nuclear power plant for only peacetime use begins to generate electricity, at the Shippingport Atomic Power Station in Pennsylvania.",18-Dec,1957
12/19,"Thomas Paine publishes his 1st ""American Crisis"" essay beginning""These are the times that try men's souls"" (date disputed).",19-Dec,1776
12/19,William Pitt the Younger becomes the youngest ever British Prime Minister at age 24.,19-Dec,1783
12/19,British Broadcasting Corp begins transmitting overseas.,19-Dec,1932
12/19,Tibet's Dalai Lama flees Chinese invasion.,19-Dec,1950
12/19,"1st radio broadcast from space, US President Dwight D. Eisenhower Christmas message ""to all mankind, America's wish for peace on Earth and goodwill to men everywhere"".",19-Dec,1958
12/19,Chinese Premier Zhao Ziyang and British Prime Minister Margaret Thatcher sign the Sino-British Joint Declaration to transfer Hong Kong back to China in 1997.,19-Dec,1984
12/20,"Suleiman the Magnificent accepts surrender of the surviving Knights of Rhodes, who are allowed to evacuate. They eventually settle in Malta and become known as the Knights of Malta..",20-Dec,1522
12/20,"Virginia Company settlers leave London to establish Jamestown, Virginia.",20-Dec,1606
12/20,French flag lowered in New Orleans to mark the formal transfer of the Louisiana Purchase from France to USA for $27M.,20-Dec,1803
12/20,"Grimm's Fairy Tales or ""Children's and Household Tales"" by Jacob Grimm and Wilhelm Grimm is first published.",20-Dec,1812
12/20,"Cheka formed - Soviet state security force and forerunner to the KGB, under Felix Dzerzhinsky after decree by Lenin.",20-Dec,1917
12/20,"The National Liberation Front, better known as the Viet Cong, is officially formed in South Vietnam.",20-Dec,1960
12/21,"102 Mayflower Pilgrims and about 30 crew land at Plymouth Rock, Massachusetts [OS=Dec 11].",21-Dec,1620
12/21,French Scientists Pierre and Marie Curie discover radium.,21-Dec,1898
12/21,Lockerbie disaster: Pan Am Flight 103 destroyed mid air by a terrorist bomb killing all 258 on board over Scotland.,21-Dec,1988
12/21,Soviet Union formally dissolves as 11 of 12 republics sign treaty forming Commonwealth of Independent States.,21-Dec,1991
12/22,Supposedly impenetrable Turkish fortress of Izmail stormed and captured by Suvorov and his Russian armies during the Russo-Turkish War (1787–92).,22-Dec,1790
12/22,Thomas Edison's phonograph is announced by Scientific American.,22-Dec,1877
12/22,"It? Hirobumi, a samurai, becomes the first Prime Minister of Japan.",22-Dec,1885
12/22,"After 23 years of dictatorial rule, Romania ousts Nicolae Ceausescu.",22-Dec,1989
12/22,Lech Wa??sa sworn in as Poland's 1st popularly elected president.,22-Dec,1990
12/22,"Repeal of the ""Don't Ask Don't Tell policy"", a 17-year-old policy banning homosexuals serving openly in the US military, signed into law by President Barack Obama.",22-Dec,2010
12/23,"Byzantine-Arab Wars: Under the future Emperor Nicephorus Phocas, Byzantine troops stormed city of Aleppo, recovering the tattered tunic of John the Baptist.",23-Dec,962
12/23,"King James II, the last Roman Catholic British monarch flees to France from William of Orange.",23-Dec,1688
12/23,US General George Washington resigns his military commission as Commander-in-Chief of the Army to Congress.,23-Dec,1783
12/23,"Vincent van Gogh cuts off his left ear with a razor, after argument with fellow painter Paul Gauguin, and sends to a prostitute for safe keeping.",23-Dec,1888
12/23,Government of Ireland Act / Home Rule Act passed partitioning Ireland.,23-Dec,1920
12/23,"The first human kidney transplant is performed by Dr. Joseph E. Murray at Peter Bent Brigham Hospital in Boston, Massachusetts.",23-Dec,1954
12/24,Compromise of the Nobles in Habsburg Netherlands closes against inquisition.,24-Dec,1565
12/24,"Treaty of Ghent signed, ending the War of 1812 between the United States, the United Kingdom and their allies.",24-Dec,1814
12/24,"1st radioactive isotope medicine administered in Berkeley, California.",24-Dec,1936
12/24,US President FDR appoints General Eisenhower Supreme Commander of the Allied forces.,24-Dec,1943
12/25,"1st Christmas, according to calendar-maker Dionysus Exiguus.",25-Dec,1
12/25,"Pope Leo III crowns Charles the Great (Charlemagne), Roman Emperor.",25-Dec,800
12/25,Duke William of Normandy ('William the Conqueror) crowned King of England.,25-Dec,1066
12/25,Astronomer Anders Celsius introduces Centigrade temperature scale.,25-Dec,1741
12/25,"Despite bitter opposition, US President Andrew Johnson grants unconditional pardon to all persons involved in Southern rebellion (Civil War).",25-Dec,1868
12/25,Mikhail Gorbachev formally resigns as President of USSR in a televised speech.,25-Dec,1991
12/26,1st Spanish settlement La Navidad (modern Môle-Saint-Nicolas) in the New World is founded by Christopher Columbus.,26-Dec,1492
12/26,"Trial of French King Louis XVI, court hears the kings defense brought by Raymond Desèze.",26-Dec,1792
12/26,Decembrist uprising in Russia against Tsar Nicholas I begins [O.S. 14 December].,26-Dec,1825
12/26,"9.3 magnitude earthquake creates a tsunami causing devastation in Sri Lanka, India, Indonesia, Thailand, Malaysia, the Maldives and edges of the Indian Ocean, killing 230,000 people.",26-Dec,2004
12/27,"Spanish Crown issues the Laws of Burgos, governing the conduct of settlers with regards to native Indians in the New World.",27-Dec,1512
12/27,Flushing Remonstrance petition signed in the Dutch colony of New Netherland protesting ban on Quaker worship.,27-Dec,1657
12/27,"Between 20,000 & 40,000 die in magnitude 8 quake in Erzincam, Turkey.",27-Dec,1939
12/27,International Monetary Fund formally established by 29 member countries based on ideas of Harry Dexter White and John Maynard Keynes.,27-Dec,1945
12/27,Queen Juliana of the Netherlands grants independence to Indonesia.,27-Dec,1949
12/27,"After invading Afghanistan two days earlier Soviet forces pull off a coup in Kabul, killing President Hafizullah Amin.",27-Dec,1979
12/28,Westminster Abbey in London consecrated.,28-Dec,1065
12/28,"First observation of Neptune - Galileo observes and records a ""fixed star"" without realising it is a planet.",28-Dec,1612
12/28,King Taksin crowned King of Thailand and establishes Thonburi as his capital.,28-Dec,1767
12/28,Spain recognizes independence of Mexico.,28-Dec,1836
12/28,"Harriet Tubman arrives in Auburn, New York, on her last mission to free slaves, having evaded capture for 8 years on the Underground Railroad.",28-Dec,1860
12/28,"Earthquake strikes Messina, Italy, killing nearly 80,000.",28-Dec,1908
12/28,All Kalmyk inhabitants of the Republic of Kalmukkie deported by the Soviet Union to Central Asia and Siberia. Many die en route..,28-Dec,1943
12/29,"The Treaty of New Echota is signed, ceding all the lands of the Cherokee east of the Mississippi River to the United States.",29-Dec,1835
12/29,Texas admitted as 28th state of the Union.,29-Dec,1845
12/29,"French Equatorial Africa separates into Gabon, Chad and Ubangi-Shari.",29-Dec,1903
12/29,Sun Yat-sen elected 1st President of the Republic of China.,29-Dec,1911
12/29,Germany drops its 1st incendiary bombs on London during the Blitz.,29-Dec,1940
12/29,Hong Kong begins slaughtering all its chickens to prevent bird flu.,29-Dec,1997
12/30,"Wars of the Roses: Battle of Wakefield (Northern England), Duke of York killed and his forces soundly defeated by forces for King Henry VI.",30-Dec,1460
12/30,"Tokyo hit by Earthquake; about 37,000 die.",30-Dec,1703
12/30,"The All India Muslim League is founded in Dacca, East Bengal, British India Empire, later laid down the foundations of Pakistan.",30-Dec,1906
12/30,"Creation of the USSR formally proclaimed in Moscow from the Bolshoi Theatre, Soviet Union organized as a federation of RSFSR, Ukrainian SSR, Belorussian SSR & Transcaucasian SSR.",30-Dec,1922
12/30,Astronomer Edwin Hubble formally announces existence of other galactic systems at meeting of the American Astronomical Society.,30-Dec,1924
12/30,"Vietnam, Laos & Cambodia become Independent states within the French Union.",30-Dec,1950
